(13320,32,32)
(15744,109260)
(16073,109283)
(17303,109323)
(18219,109351)
(18674,109376)
(316,109467)
(762,109473)
(1459,109521)
(2194,109553)
(3519,109609)
(5349,109673)
(5727,109690)
(6147,109720)
(7239,109744)
(7809,109762)
(7928,109767)
(10035,109845)
(10606,109870)
(11644,109920)
(11957,109928)
(12724,109974)
(14078,110063)
(14151,110065)
(15529,110142)
(18638,110245)
(19059,110274)
(19871,110315)
(945,110343)
(1209,110367)
(1285,110370)
(1432,110373)
(3248,110437)
(3513,110454)
(4317,110482)
(5144,110505)
(5737,110528)
(7690,110571)
(8251,110591)
(8422,110605)
(10455,110671)
(10692,110676)
(11115,110691)
(11574,110716)
(12248,110738)
(13109,110775)
(13213,110790)
(14432,110864)
(15819,110929)
(15821,110931)
(16206,110942)
(17335,110975)
(17354,110980)
(19089,111040)
(483,111093)
(1466,111119)
(1470,111122)
(2054,111136)
(2546,111156)
(3023,111170)
(3305,111175)
(4617,111222)
(5226,111231)
(5746,111248)
(5925,111251)
(5973,111256)
(6997,111279)
(7775,111287)
(10389,111365)
(11179,111381)
(12631,111425)
(12872,111439)
(13216,111458)
(13255,111462)
(13470,111472)
(13571,111480)
(13707,111484)
(13904,111494)
(13941,111501)
(14357,111516)
(14645,111517)
(14860,111528)
(15062,111529)
(15518,111559)
(15740,111564)
(16347,111575)
(16393,111582)
(16665,111583)
(17181,111593)
(17929,111603)
(18523,111622)
(18838,111627)
(18960,111641)
(19291,111658)
(204,111687)
(896,111693)
(1122,111701)
(1169,111704)
(3020,111744)
(4701,111791)
(6181,111813)
(8412,111839)
(8496,111848)
(9137,111864)
(9723,111882)
(11170,111905)
(11944,111916)
(12326,111932)
(12699,111940)
(13034,111950)
(13199,111960)
(13429,111965)
(13920,111976)
(14162,111981)
(15303,112008)
(15864,112019)
(18255,112052)
(18850,112055)
(2238,112131)
(2400,112134)
(3329,112143)
(3601,112149)
(3975,112157)
(4172,112159)
(4225,112164)
(4576,112172)
(5448,112173)
(5512,112174)
(6140,112181)
(6705,112184)
(7723,112190)
(8081,112192)
(9667,112232)
(11095,112248)
(11458,112250)
(12023,112268)
(12593,112271)
(13537,112283)
(14734,112303)
(18016,112347)
(19213,112363)
(19214,112367)
(19942,112390)
(948,112396)
(1192,112397)
(2059,112412)
(2808,112413)
(3829,112421)
(4383,112423)
(5716,112427)
(6773,112431)
(8297,112434)
(8865,112454)
(9250,112464)
(10211,112465)
(10993,112474)
(11979,112480)
(12719,112490)
(13166,112495)
(14235,112504)
(14648,112509)
(15222,112510)
(15376,112519)
(15378,112524)
(16364,112531)
(16776,112533)
(17809,112538)
(19332,112554)
(19419,112559)
(19559,112563)
(19662,112568)
(294,112570)
(1761,112571)
(1960,112575)
(3401,112579)
(8482,112581)
(8499,112582)
(8784,112585)
(9216,112587)
(10303,112589)
(11477,112593)
(12011,112595)
(13820,112599)
(15241,112600)
(16005,112603)
(18222,112604)
(18932,112608)
(18988,112612)
(0,0,0)
(0,0,0)
(10531,12,50)
(10531,212882)
(15665,9950,13500)
(18067,9950,14000)
(15665,9950,13500)
(18067,9955,14000)
(2495,9960,14000)
(15665,340495)
(2495,341495)
(18067,341500)
(19249,30000,47000)
(16564,573495)
(19249,583500)
(4083,647550)
(4441,674550)
(1533,2000,4000)
(5489,2005,3500)
(14345,2010,2500)
(17421,2015,3500)
(7496,2020,3700),(14345,2020,2500)
(14345,912495)
(5489,916490)
(17421,916500)
(7496,916900)
(1533,917200)
